fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type,good_quality
-0.31521008870250267,-0.5284053303536019,0.10246728708617271,-0.8179617017354602,-0.30548715249020825,0.8440242608501374,0.9436764242811849,-0.6059156817184913,-0.6627854269872028,-0.6782141421215571,-0.038046336850948353,0,1
-0.31521008870250267,-0.5948767139635902,0.4574825702502486,0.7289457928493633,-0.3508899084965753,-0.34061025888016133,0.7313631032639728,0.360364369388944,0.6578501838122254,0.4699326825835019,-0.2900177196575911,0,1
2.300134525789511,0.5351368074062108,1.8065406462737368,-0.3726398472337686,0.7387762356562335,-1.52524477861046,-1.8340895256940069,0.8780143967679039,-1.1658847072917473,0.776105169171518,-0.7939604852708751,1,0
2.300134525789511,0.6680795746261875,1.0965100799455851,-0.5835817783135172,0.4209569436116641,-1.2290861486778852,-1.5156195441681886,1.2231144150205566,0.0918634934696141,0.9291914124655261,0.21392504595569442,1,1
-0.31521008870250267,-1.4590047008934381,-0.039538826179457795,0.04924401492572885,-0.39629266450294237,-0.04445162894758665,0.11211591696377081,-0.1227756561647928,1.16094946411677,-0.525127898827549,-0.6259795633997794,0,1
0.3271552552078165,2.2633927812659063,-0.5365602226091641,-0.7476477247088773,2.4640809638981804,-0.8736957927587957,-0.8963723578679866,0.6364443839910355,-1.4174343474440196,2.4983254062291067,-0.8779509462064222,1,0
0.7859876437151873,1.3992647943360592,-1.0335816190388705,0.7523837851915576,-0.6233064445347773,-0.9921592447318256,-0.9494506881222897,0.360364369388944,-0.8514476571014084,-1.7498178451796125,-0.8779509462064222,0,0
0.05185582210339424,-1.193119166453485,1.2385161932112156,-0.8648376864198488,-0.7595147125538785,-0.16291508092061652,-0.17096851105917865,-0.7439556890195754,0.028976083431544637,0.3168464392894939,0.04594412408459874,0,1
-0.13167713329955422,0.3357226565762461,-0.5365602226091641,-0.9351516634464316,-0.2600843964838412,-1.2883178746644002,0.09442314021233647,-0.7784656908448369,-1.4174343474440196,-1.6732747235326084,-0.37400818059313823,0,0
0.7859876437151873,2.2633927812659063,0.03146423045335746,-0.6773337476822944,1.1474010397135364,-0.8144640667722808,-0.701751813602209,0.6916603869114769,0.28052572358381694,-0.21895541223953335,-0.6259795633997794,1,1
0.4189217329092903,-0.12957702869367207,0.24447340035180284,-0.7945237093932659,1.7376368677963074,-0.34061025888016133,0.43058589848958895,-0.060657652879291556,-0.22257355672072765,-0.6782141421215571,-0.6259795633997794,0,0
-1.4164078211201925,-0.9937050156235201,-0.3945541093435337,-0.8413996940776545,-1.0773340045984476,-1.0513909707183404,-0.6663662600993402,-1.3996457236995812,0.15475090350768078,-1.2140159936505848,0.2979155068912415,0,1
-0.40697656640397645,0.9339651090661406,-2.0986274685310984,-0.6538957553401,1.1928037957199034,0.37017045295801787,-0.04711907379913826,0.23612836281797983,-0.7885602470633389,0.010673952701478688,-0.7099700243353281,1,0
-0.590509521806925,0.3357226565762461,-0.6075632792419793,0.7758217775337521,-0.12387612846474032,-0.10368335493410158,-0.4009746088278251,0.22232436208785994,1.3496116942309728,0.16376019599548672,1.3058010381178096,1,1
-0.22344361100102803,-0.12957702869367207,-0.3945541093435337,-0.6304577629979059,-1.0773340045984476,-1.1106226967048554,-0.188661287810613,-1.206389713478094,-1.0401098872156112,-0.8313003854155651,0.46589642876233567,0,1
-0.4987430441054511,-0.46193394674361354,0.03146423045335746,-0.8648376864198488,-0.44169542050930943,-0.6960006147992509,-0.36558905532495645,-1.420351724794761,-0.7256728370252722,0.24030331764249074,1.431786729521131,0,0
-0.4987430441054511,0.06983712213629265,0.24447340035180284,0.2367479536632832,0.4209569436116641,0.07401182302544322,0.6428992195068011,0.2809913651908121,-0.7885602470633389,-0.4485847771805454,-0.9619414071419694,0,1
0.7859876437151873,-0.9272336320135317,0.5994886835158791,0.04924401492572885,0.05773489556072792,0.6663290828905926,0.9436764242811849,0.25683436391312137,-0.28546096675879434,-0.9843866287095726,0.04594412408459874,0,1
-0.13167713329955422,-0.46193394674361354,1.1675131365784004,0.2601859460054774,-0.5325009325220432,1.7917318766343764,1.2444536290555688,0.38107037048408554,-0.15968614668265818,-0.21895541223953335,-0.9619414071419694,0,1
-0.31521008870250267,-0.6613480975735786,0.17347034371898798,-0.09138393912743706,-0.9865284925857135,0.4294021789445328,0.377507568235286,-0.6404256835437527,-0.15968614668265818,-1.0609297503565767,0.04594412408459874,0,0
-1.2328748657172441,-1.1266477828434966,-0.11054188281227305,-0.8413996940776545,-0.7595147125538785,1.4955732467018017,0.28904368447811424,-1.2616057163985355,0.40630054365995305,-1.1374728720035807,0.6338773506334314,0,1
-0.9575754326128219,-0.9272336320135317,0.17347034371898798,1.0570776856400836,-0.5779036885284102,0.48863390493104775,1.5452308338299525,0.15330435843733706,-0.5370106069110666,-0.6782141421215571,-0.37400818059313823,0,0
1.9789518538343518,0.3357226565762461,0.8835009100471397,-0.6773337476822944,2.418678207891813,0.25170700098498805,0.20057980072094253,1.1195844095447725,-0.5370106069110666,2.4983254062291067,-0.8779509462064222,1,0
1.7954188984314023,1.7316217123860003,-2.240633581796729,-0.7242097323666831,0.1939431635798291,-1.466013052623945,-1.8340895256940069,1.085074407719511,-0.28546096675879434,0.776105169171518,-0.12203679778649545,1,1
0.7859876437151873,-0.46193394674361354,-0.46555716597634894,2.5922661840538104,-0.39629266450294237,1.199414616769227,1.669080271089993,2.054805459009457,-1.1029972972536806,-0.21895541223953335,-1.129922329013065,0,1
0.7859876437151873,-0.6613480975735786,-0.3945541093435337,-0.7710857170510715,-0.9411257365793464,0.37017045295801787,0.3952003449867203,-0.48167967514752713,1.3496116942309728,-0.14241229059252933,-0.12203679778649545,0,1
-1.5081742988216664,0.06983712213629265,0.24447340035180284,-0.9117136711042374,-0.39629266450294237,-0.9329275187453107,0.9436764242811849,-0.8819956963206211,0.720737593850292,1.158820777406538,-0.5419891024642324,0,1
-0.590509521806925,1.9310358632159652,0.10246728708617271,-0.7476477247088773,0.23934591958619583,-0.8144640667722808,-1.5156195441681886,0.2602853640956705,0.8465124139264282,0.852648290818522,-0.37400818059313823,1,1
0.4189217329092903,2.2633927812659063,-2.240633581796729,-0.6773337476822944,0.6479707236434994,0.014780097038928288,-1.3917701069081483,0.2671873644607305,1.601161334383245,0.9291914124655261,0.7178678115689785,1,1
2.300134525789511,-0.19604841230366044,1.2385161932112156,-0.6538957553401,0.4209569436116641,-0.6960006147992509,-1.3033062231509764,1.0505644058942496,-0.5370106069110666,-0.14241229059252933,-0.6259795633997794,1,1
-1.1411083880157695,-0.39546256313362516,0.17347034371898798,-0.32576386254937995,-0.6233064445347773,1.199414616769227,1.421381396569912,-1.158075710922751,0.5320753637360892,-0.06586916894552533,0.8858487334400726,0,1
-0.9575754326128219,-0.5948767139635902,-0.5365602226091641,1.6664654865371353,-0.3508899084965753,1.258646342755742,1.0321403080383567,1.1886044131952953,0.7836250038883615,-0.601671020474553,-0.8779509462064222,0,0
1.8871853761328763,1.6651503287760119,-0.5365602226091641,-0.3960778395759629,2.146261671853611,-0.577537162826221,-1.1794567858909362,1.4646844277974251,0.21763831354574745,1.082277655759534,-0.7939604852708751,1,0
-0.8658089549113471,-1.2595905500634732,1.0255070233127703,-0.7945237093932659,-0.6687092005411444,0.48863390493104775,0.16519424721807385,-0.5368956780679685,0.9722872340025643,-0.14241229059252933,-0.7099700243353281,0,1
-0.40697656640397645,-0.2625197959136488,0.8835009100471397,2.5922661840538104,0.14854040757346204,2.087890506566951,1.9521646991129424,1.726960441669435,-0.7256728370252722,0.010673952701478688,-1.2139127899486122,0,0
-1.2328748657172441,-0.9272336320135317,-0.32355105271071843,-0.8413996940776545,-1.0319312485920806,-1.0513909707183404,-0.6486734833479059,-1.3996457236995812,0.15475090350768078,-1.2905591152975888,0.2979155068912415,0,1
0.7859876437151873,-1.1266477828434966,-0.18154493944508832,-0.6070197706557116,-1.1227367606048144,1.3178780687422569,0.09442314021233647,-1.7654517430474137,-1.2287721173298167,-1.5201884802386003,1.9777247256021893,0,1
-0.9575754326128219,-0.5948767139635902,1.1675131365784004,2.5336712031983244,-0.07847337245837326,-0.2813785328936464,-0.34789627857352207,1.1264864099098324,-0.9772224771775445,-0.601671020474553,-1.129922329013065,0,1
